ID,task,ResponseID,StartDate,EndDate,finished,mturkcode,ATNT_WARN,FEMALE,AGE,ETHNICITY,ETHNICITY_OTHER,MARITAL,EDUC,POLAFFIL,POLAFFIL_OTHER,SES,RELIG,RELIG_OTHER,RELIG_ATTEND,CRIMEVIC,KNOW_CRIMEVIC,AMMSA1,AMMSA2,AMMSA3,AMMSA4,AMMSA5,AMMSA6,AMMSA7,AMMSA8,AMMSA9,AMMSA10,AMMSA11,ASS1,ASS2,ASS3,ASS4,ASS5,ASS6,ASS7,ASS8,ASS9,ASS10,ASS11,SELFMON1,SELFMON2,SELFMON3,PARTY,PARK,HOME,WORK,CLUB,VIC_FEMALE,VIC_MALE,VIC_BLACK,VIC_WHITE,VIC_SINGLE,VIC_MARRIED,VIC_PARTNERS,VIC_NORECORD,VIC_FELONY,PERP_BLACK,PERP_WHITE,PERP_WORKER,PERP_BUSINESS,PERP_ATHLETE,PERP_ACQUAIN,PERP_STRANGER,CHOICE_REPORT,CHOICE_PUNISH,SEVERITY,BLAME_VIC,BLAME_PERP,REPORT,PUNISH,RAPE,ROBBERY,AMMSA_SCORE,ASS_SCORE,SELFMON_SCORE,starttime2,endtime2,DURATION,PERP1_HISPAN,PERP2_HISPAN,CHOSEN,CASE1,LOCATION,OUTFIT,VIC_MARITAL,VIC_SEX,VIC_ETHN,VIC_CRIMINAL,PERP_ETHN,PERP_PROF,PERP_RELATION
505,2,R_RLxuHmX6dCkFWAV,2017-01-22 18:31:15,2017-01-22 18:39:47,1,94087,1,Female,42,Hispanic,,Married,Bachelor’s Degree,Other,Far left,Lower Middle Class,Other,None,Never,0,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,2,4,2,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,,1,5,1,7,0,1,1,,1.0909091,,2.6666667,22jan2017 18:31:15,22jan2017 18:39:47,00:08:32,,,0,0,Location: Park,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Acquaintance
505,3,R_RLxuHmX6dCkFWAV,2017-01-22 18:31:15,2017-01-22 18:39:47,1,94087,1,Female,42,Hispanic,,Married,Bachelor’s Degree,Other,Far left,Lower Middle Class,Other,None,Never,0,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,2,4,2,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,,2,7,1,7,0,1,1,,1.0909091,,2.6666667,22jan2017 18:31:15,22jan2017 18:39:47,00:08:32,,,1,0,Location: Home,Outfit: Work Attire,Victim: Married,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Worker,Perpetrator: Stranger
505,4,R_RLxuHmX6dCkFWAV,2017-01-22 18:31:15,2017-01-22 18:39:47,1,94087,1,Female,42,Hispanic,,Married,Bachelor’s Degree,Other,Far left,Lower Middle Class,Other,None,Never,0,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,2,4,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,,1,6,1,7,0,1,1,,1.0909091,,2.6666667,22jan2017 18:31:15,22jan2017 18:39:47,00:08:32,,,0,0,Location: Party,Outfit:  Night Club,Victim: Married,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
505,5,R_RLxuHmX6dCkFWAV,2017-01-22 18:31:15,2017-01-22 18:39:47,1,94087,1,Female,42,Hispanic,,Married,Bachelor’s Degree,Other,Far left,Lower Middle Class,Other,None,Never,0,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,2,4,2,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,,2,7,1,7,0,1,1,,1.0909091,,2.6666667,22jan2017 18:31:15,22jan2017 18:39:47,00:08:32,,,1,0,Location: Home,Outfit:  Night Club,Victim: Single,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
506,1,R_D96fOQ97iPEu5JD,2017-01-22 18:33:21,2017-01-22 18:40:10,1,15441,1,Female,43,Caucasian,,2,Bachelor’s Degree,Republican,,Lower Middle Class,Protestant,,2-3 Times a Week,0,1,,,,,,,,,,,,4,4,6,4,4,4,6,2,3,6,2,1,2,2,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,,2,6,1,7,0,1,1,,,4.090909,1.6666666,22jan2017 18:33:21,22jan2017 18:40:10,00:06:49,,,1,0,Location: Park,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
506,2,R_D96fOQ97iPEu5JD,2017-01-22 18:33:21,2017-01-22 18:40:10,1,15441,1,Female,43,Caucasian,,2,Bachelor’s Degree,Republican,,Lower Middle Class,Protestant,,2-3 Times a Week,0,1,,,,,,,,,,,,4,4,6,4,4,4,6,2,3,6,2,1,2,2,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,,2,6,1,7,0,1,1,,,4.090909,1.6666666,22jan2017 18:33:21,22jan2017 18:40:10,00:06:49,,,1,0,Location: Home,Outfit: Work Attire,Victim: Single,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
506,3,R_D96fOQ97iPEu5JD,2017-01-22 18:33:21,2017-01-22 18:40:10,1,15441,1,Female,43,Caucasian,,2,Bachelor’s Degree,Republican,,Lower Middle Class,Protestant,,2-3 Times a Week,0,1,,,,,,,,,,,,4,4,6,4,4,4,6,2,3,6,2,1,2,2,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,,1,6,1,7,0,1,1,,,4.090909,1.6666666,22jan2017 18:33:21,22jan2017 18:40:10,00:06:49,,,0,0,Location: Home,Outfit: Work Attire,Victim: Multiple Partners,Victim: Female,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
506,4,R_D96fOQ97iPEu5JD,2017-01-22 18:33:21,2017-01-22 18:40:10,1,15441,1,Female,43,Caucasian,,2,Bachelor’s Degree,Republican,,Lower Middle Class,Protestant,,2-3 Times a Week,0,1,,,,,,,,,,,,4,4,6,4,4,4,6,2,3,6,2,1,2,2,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,,2,6,1,7,0,1,1,,,4.090909,1.6666666,22jan2017 18:33:21,22jan2017 18:40:10,00:06:49,,,1,0,Location: Party,Outfit:  Night Club,Victim: Married,Victim: Female,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Acquaintance
506,5,R_D96fOQ97iPEu5JD,2017-01-22 18:33:21,2017-01-22 18:40:10,1,15441,1,Female,43,Caucasian,,2,Bachelor’s Degree,Republican,,Lower Middle Class,Protestant,,2-3 Times a Week,0,1,,,,,,,,,,,,4,4,6,4,4,4,6,2,3,6,2,1,2,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,,2,6,1,7,0,1,1,,,4.090909,1.6666666,22jan2017 18:33:21,22jan2017 18:40:10,00:06:49,,,1,0,Location: Home,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
507,1,R_3PnpeIB4CSj3idG,2017-01-22 18:27:58,2017-01-22 18:40:20,1,60113,1,Male,25,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Never,0,2,2,2,6,4,6,1,5,3,1,4,2,,,,,,,,,,,,2,1,2,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,2,,7,2,6,1,0,1,,3.2727273,,1.6666666,22jan2017 18:27:58,22jan2017 18:40:20,00:12:22,,,1,0,Location: Home,Outfit:  Night Club,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
507,2,R_3PnpeIB4CSj3idG,2017-01-22 18:27:58,2017-01-22 18:40:20,1,60113,1,Male,25,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Never,0,2,2,2,6,4,6,1,5,3,1,4,2,,,,,,,,,,,,2,1,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,,6,2,5,1,0,1,,3.2727273,,1.6666666,22jan2017 18:27:58,22jan2017 18:40:20,00:12:22,,,0,0,Location: Home,Outfit:  Night Club,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Acquaintance
507,3,R_3PnpeIB4CSj3idG,2017-01-22 18:27:58,2017-01-22 18:40:20,1,60113,1,Male,25,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Never,0,2,2,2,6,4,6,1,5,3,1,4,2,,,,,,,,,,,,2,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,,6,1,7,1,0,1,,3.2727273,,1.6666666,22jan2017 18:27:58,22jan2017 18:40:20,00:12:22,,,0,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
507,4,R_3PnpeIB4CSj3idG,2017-01-22 18:27:58,2017-01-22 18:40:20,1,60113,1,Male,25,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Never,0,2,2,2,6,4,6,1,5,3,1,4,2,,,,,,,,,,,,2,1,2,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2,,6,1,7,1,0,1,,3.2727273,,1.6666666,22jan2017 18:27:58,22jan2017 18:40:20,00:12:22,,,1,0,Location: Party,Outfit:  Night Club,Victim: Married,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
507,5,R_3PnpeIB4CSj3idG,2017-01-22 18:27:58,2017-01-22 18:40:20,1,60113,1,Male,25,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Never,0,2,2,2,6,4,6,1,5,3,1,4,2,,,,,,,,,,,,2,1,2,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,,5,1,7,1,0,1,,3.2727273,,1.6666666,22jan2017 18:27:58,22jan2017 18:40:20,00:12:22,,,0,0,Location: Park,Outfit:  Night Club,Victim: Married,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
508,1,R_2Suy8R5kwpWhriQ,2017-01-22 18:26:13,2017-01-22 18:40:29,1,15182,1,Female,59,Hispanic,,4,Some College,Democrat,,Working Class,Protestant,,Less than Once a Month,1,1,,,,,,,,,,,,1,1,4,3,3,4,2,2,2,1,1,2,2,2,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,,1,7,1,7,0,1,1,,,2.1818182,2,22jan2017 18:26:13,22jan2017 18:40:29,00:14:16,,,0,0,Location: Party,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
508,2,R_2Suy8R5kwpWhriQ,2017-01-22 18:26:13,2017-01-22 18:40:29,1,15182,1,Female,59,Hispanic,,4,Some College,Democrat,,Working Class,Protestant,,Less than Once a Month,1,1,,,,,,,,,,,,1,1,4,3,3,4,2,2,2,1,1,2,2,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,,1,7,1,7,0,1,1,,,2.1818182,2,22jan2017 18:26:13,22jan2017 18:40:29,00:14:16,,,0,0,Location: Park,Outfit:  Night Club,Victim: Married,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Acquaintance
508,3,R_2Suy8R5kwpWhriQ,2017-01-22 18:26:13,2017-01-22 18:40:29,1,15182,1,Female,59,Hispanic,,4,Some College,Democrat,,Working Class,Protestant,,Less than Once a Month,1,1,,,,,,,,,,,,1,1,4,3,3,4,2,2,2,1,1,2,2,2,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,,1,7,1,7,0,1,1,,,2.1818182,2,22jan2017 18:26:13,22jan2017 18:40:29,00:14:16,,,0,0,Location: Home,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Acquaintance
508,4,R_2Suy8R5kwpWhriQ,2017-01-22 18:26:13,2017-01-22 18:40:29,1,15182,1,Female,59,Hispanic,,4,Some College,Democrat,,Working Class,Protestant,,Less than Once a Month,1,1,,,,,,,,,,,,1,1,4,3,3,4,2,2,2,1,1,2,2,2,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,,1,7,1,7,0,1,1,,,2.1818182,2,22jan2017 18:26:13,22jan2017 18:40:29,00:14:16,,,0,0,Location: Party,Outfit:  Night Club,Victim: Single,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
508,5,R_2Suy8R5kwpWhriQ,2017-01-22 18:26:13,2017-01-22 18:40:29,1,15182,1,Female,59,Hispanic,,4,Some College,Democrat,,Working Class,Protestant,,Less than Once a Month,1,1,,,,,,,,,,,,1,1,4,3,3,4,2,2,2,1,1,2,2,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,,2,7,1,7,0,1,1,,,2.1818182,2,22jan2017 18:26:13,22jan2017 18:40:29,00:14:16,,,1,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
509,1,R_2e5nlziXlJACpc5,2017-01-22 18:30:34,2017-01-22 18:40:58,1,81882,1,Female,37,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Atheist/Agnostic,,Never,1,2,1,1,2,4,3,2,2,1,1,1,1,,,,,,,,,,,,1,2,2,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,,3,2,4,1,0,1,,1.7272727,,1.6666666,22jan2017 18:30:34,22jan2017 18:40:58,00:10:24,,,0,0,Location: Home,Outfit: Work Attire,Victim: Married,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
509,2,R_2e5nlziXlJACpc5,2017-01-22 18:30:34,2017-01-22 18:40:58,1,81882,1,Female,37,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Atheist/Agnostic,,Never,1,2,1,1,2,4,3,2,2,1,1,1,1,,,,,,,,,,,,1,2,2,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,,3,3,3,1,0,1,,1.7272727,,1.6666666,22jan2017 18:30:34,22jan2017 18:40:58,00:10:24,,,0,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Stranger
509,3,R_2e5nlziXlJACpc5,2017-01-22 18:30:34,2017-01-22 18:40:58,1,81882,1,Female,37,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Atheist/Agnostic,,Never,1,2,1,1,2,4,3,2,2,1,1,1,1,,,,,,,,,,,,1,2,2,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,,2,3,3,1,0,1,,1.7272727,,1.6666666,22jan2017 18:30:34,22jan2017 18:40:58,00:10:24,,,0,0,Location: Home,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Acquaintance
509,4,R_2e5nlziXlJACpc5,2017-01-22 18:30:34,2017-01-22 18:40:58,1,81882,1,Female,37,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Atheist/Agnostic,,Never,1,2,1,1,2,4,3,2,2,1,1,1,1,,,,,,,,,,,,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,,3,3,3,1,0,1,,1.7272727,,1.6666666,22jan2017 18:30:34,22jan2017 18:40:58,00:10:24,,,0,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
509,5,R_2e5nlziXlJACpc5,2017-01-22 18:30:34,2017-01-22 18:40:58,1,81882,1,Female,37,Caucasian,,Married,Bachelor’s Degree,Democrat,,Upper Middle Class,Atheist/Agnostic,,Never,1,2,1,1,2,4,3,2,2,1,1,1,1,,,,,,,,,,,,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,3,2,3,1,0,1,,1.7272727,,1.6666666,22jan2017 18:30:34,22jan2017 18:40:58,00:10:24,,,0,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
510,1,R_9LAsGjlAXhARQu5,2017-01-22 18:29:41,2017-01-22 18:41:00,1,97552,1,Female,53,Other,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Other,Shinto,Never,1,1,,,,,,,,,,,,3,2,4,4,4,3,2,3,2,1,2,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2,,5,3,7,1,0,,1,,2.7272727,1.6666666,22jan2017 18:29:41,22jan2017 18:41:00,00:11:19,,,1,0,Location: Home,Outfit: Work Attire,Victim: Married,Victim: Female,Victim: White,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Acquaintance
510,2,R_9LAsGjlAXhARQu5,2017-01-22 18:29:41,2017-01-22 18:41:00,1,97552,1,Female,53,Other,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Other,Shinto,Never,1,1,,,,,,,,,,,,3,2,4,4,4,3,2,3,2,1,2,2,2,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2,,4,1,7,1,0,,1,,2.7272727,1.6666666,22jan2017 18:29:41,22jan2017 18:41:00,00:11:19,,,1,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Worker,Perpetrator: Stranger
510,3,R_9LAsGjlAXhARQu5,2017-01-22 18:29:41,2017-01-22 18:41:00,1,97552,1,Female,53,Other,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Other,Shinto,Never,1,1,,,,,,,,,,,,3,2,4,4,4,3,2,3,2,1,2,2,2,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,5,3,7,1,0,,1,,2.7272727,1.6666666,22jan2017 18:29:41,22jan2017 18:41:00,00:11:19,,,0,0,Location: Home,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Acquaintance
510,4,R_9LAsGjlAXhARQu5,2017-01-22 18:29:41,2017-01-22 18:41:00,1,97552,1,Female,53,Other,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Other,Shinto,Never,1,1,,,,,,,,,,,,3,2,4,4,4,3,2,3,2,1,2,2,2,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,,4,1,7,1,0,,1,,2.7272727,1.6666666,22jan2017 18:29:41,22jan2017 18:41:00,00:11:19,,,1,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
510,5,R_9LAsGjlAXhARQu5,2017-01-22 18:29:41,2017-01-22 18:41:00,1,97552,1,Female,53,Other,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Other,Shinto,Never,1,1,,,,,,,,,,,,3,2,4,4,4,3,2,3,2,1,2,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,,4,1,7,1,0,,1,,2.7272727,1.6666666,22jan2017 18:29:41,22jan2017 18:41:00,00:11:19,,,1,0,Location: Park,Outfit: Work Attire,Victim: Married,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
511,1,R_3Gq3B7ssBxzfUaY,2017-01-22 18:35:28,2017-01-22 18:42:16,1,3260,1,Male,27,Other,,Married,Associates Degree,Republican,,Working Class,Atheist/Agnostic,,Never,0,1,3,5,5,4,4,2,5,5,5,5,5,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,,1,5,1,7,0,1,1,,4.3636365,,1,22jan2017 18:35:28,22jan2017 18:42:16,00:06:48,,,0,0,Location: Park,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
511,2,R_3Gq3B7ssBxzfUaY,2017-01-22 18:35:28,2017-01-22 18:42:16,1,3260,1,Male,27,Other,,Married,Associates Degree,Republican,,Working Class,Atheist/Agnostic,,Never,0,1,3,5,5,4,4,2,5,5,5,5,5,,,,,,,,,,,,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,,1,4,1,7,0,1,1,,4.3636365,,1,22jan2017 18:35:28,22jan2017 18:42:16,00:06:48,,,0,0,Location: Park,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
511,3,R_3Gq3B7ssBxzfUaY,2017-01-22 18:35:28,2017-01-22 18:42:16,1,3260,1,Male,27,Other,,Married,Associates Degree,Republican,,Working Class,Atheist/Agnostic,,Never,0,1,3,5,5,4,4,2,5,5,5,5,5,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,,1,5,7,1,0,1,1,,4.3636365,,1,22jan2017 18:35:28,22jan2017 18:42:16,00:06:48,,,0,0,Location: Park,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
511,4,R_3Gq3B7ssBxzfUaY,2017-01-22 18:35:28,2017-01-22 18:42:16,1,3260,1,Male,27,Other,,Married,Associates Degree,Republican,,Working Class,Atheist/Agnostic,,Never,0,1,3,5,5,4,4,2,5,5,5,5,5,,,,,,,,,,,,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,,2,4,1,7,0,1,1,,4.3636365,,1,22jan2017 18:35:28,22jan2017 18:42:16,00:06:48,,,1,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
511,5,R_3Gq3B7ssBxzfUaY,2017-01-22 18:35:28,2017-01-22 18:42:16,1,3260,1,Male,27,Other,,Married,Associates Degree,Republican,,Working Class,Atheist/Agnostic,,Never,0,1,3,5,5,4,4,2,5,5,5,5,5,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,,1,5,1,7,0,1,1,,4.3636365,,1,22jan2017 18:35:28,22jan2017 18:42:16,00:06:48,,,0,0,Location: Party,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Acquaintance
512,1,R_8x1ZvtUMrQCs85X,2017-01-22 18:29:37,2017-01-22 18:43:03,1,62705,1,Male,26,Caucasian,,Married,Bachelor’s Degree,Democrat,,Working Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,4,2,4,1,2,1,2,2,5,2,1,1,2,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,,2,4,1,7,0,1,,1,,2.3636363,1.3333334,22jan2017 18:29:37,22jan2017 18:43:03,00:13:26,,,1,0,Location: Home,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
512,2,R_8x1ZvtUMrQCs85X,2017-01-22 18:29:37,2017-01-22 18:43:03,1,62705,1,Male,26,Caucasian,,Married,Bachelor’s Degree,Democrat,,Working Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,4,2,4,1,2,1,2,2,5,2,1,1,2,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,,2,4,1,7,0,1,,1,,2.3636363,1.3333334,22jan2017 18:29:37,22jan2017 18:43:03,00:13:26,,,1,0,Location: Park,Outfit: Work Attire,Victim: Multiple Partners,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
512,3,R_8x1ZvtUMrQCs85X,2017-01-22 18:29:37,2017-01-22 18:43:03,1,62705,1,Male,26,Caucasian,,Married,Bachelor’s Degree,Democrat,,Working Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,4,2,4,1,2,1,2,2,5,2,1,1,2,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,,2,5,4,7,0,1,,1,,2.3636363,1.3333334,22jan2017 18:29:37,22jan2017 18:43:03,00:13:26,,,1,0,Location: Party,Outfit: Work Attire,Victim: Married,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Acquaintance
512,4,R_8x1ZvtUMrQCs85X,2017-01-22 18:29:37,2017-01-22 18:43:03,1,62705,1,Male,26,Caucasian,,Married,Bachelor’s Degree,Democrat,,Working Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,4,2,4,1,2,1,2,2,5,2,1,1,2,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,,1,6,6,2,0,1,,1,,2.3636363,1.3333334,22jan2017 18:29:37,22jan2017 18:43:03,00:13:26,,,0,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
512,5,R_8x1ZvtUMrQCs85X,2017-01-22 18:29:37,2017-01-22 18:43:03,1,62705,1,Male,26,Caucasian,,Married,Bachelor’s Degree,Democrat,,Working Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,4,2,4,1,2,1,2,2,5,2,1,1,2,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,,2,7,1,7,0,1,,1,,2.3636363,1.3333334,22jan2017 18:29:37,22jan2017 18:43:03,00:13:26,,,1,0,Location: Home,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
